IP,Subject_CN,Issuer_CN,Sig_Algo,Pubkey_Type,Pubkey_Bits,NotAfter,SAN,source
,auth.wiu.edu,"C=US, O=GeoTrust Inc, OU=See www.geotrust.com/resources/cps (c)06, CN=GeoTrust Extended Validation SSL CA",,,,2013-08-13T22:40:29,auth.wiu.edu,crtsh
,*.cuaa.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-11-23T03:02:34,*.cuaa.edu;cuaa.edu,crtsh
,pne.oregonstate.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-05T20:39:26,pne.oregonstate.edu;www.pne.oregonstate.edu,crtsh
,app.ciber.fiu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-04-08T12:00:00,app.ciber.fiu.edu,crtsh
,moveit.imres.med.ohio-state.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-07-03T23:59:59,moveit.imres.med.ohio-state.edu,crtsh
,sacs.sc.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-08-14T23:59:59,sacs.sc.edu,crtsh
,zimbra.whitman.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-15T23:59:59,zcs-main.whitman.edu;zimbra.whitman.edu,crtsh
,www.crcds.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-09-08T23:59:59,crcds.edu;www.crcds.edu,crtsh
,buspass.umn.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-03-21T23:59:59,buspass.umn.edu,crtsh
,*.cme.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-05T12:00:00,*.cme.edu;cme.edu;pdh.cme.edu;www.pdh.cme.edu,crtsh
,UNIVERSITY OF TENNESSEE,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-09-15T23:59:59,utap1.admin.utk.edu;utap1.tennessee.edu,crtsh
,*.northpark.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-10-14T04:11:14,*.northpark.edu;northpark.edu,crtsh
,vpn.nyls.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)06, CN=VeriSign Class 3 Extended Validation SSL CA",,,,2013-06-26T23:59:59,vpn.nyls.edu,crtsh
,www.artcenter.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-08-16T18:39:09,artcenter.edu;www.artcenter.edu,crtsh
,jobs.sbcc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-17T12:00:00,jobs.sbcc.edu,crtsh
,*.anc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-10-24T23:59:59,*.anc.edu;anc.edu,crtsh
,hurricane.com.miami.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-12-22T06:03:42,hurricane.com.miami.edu,crtsh
,vpn.ncsu.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-10-05T19:02:23,vpn.ncsu.edu;www.vpn.ncsu.edu,crtsh
,mycoast.cccd.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)06, CN=VeriSign Class 3 Extended Validation SSL SGC CA",,,,2013-06-26T23:59:59,mycoast.cccd.edu,crtsh
,jobs.sjfc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-06T12:00:00,jobs.sjfc.edu,crtsh
,fims.indiana.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-05-30T23:59:59,fims.indiana.edu,crtsh
,secure.indwes.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-02T23:59:59,secure.indwes.edu,crtsh
,cdm.reed.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-09-07T02:59:52,cdm.reed.edu,crtsh
,ezproxy.una.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-10-21T23:59:59,ezproxy.una.edu,crtsh
,secure.keio.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-10-21T08:37:09,secure.keio.edu,crtsh
,idp.miracosta.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-10-09T23:59:59,idp.miracosta.edu,crtsh
,www.intranet.isr.umich.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-11-30T23:59:59,intranet.isr.umich.edu;www.intranet.isr.umich.edu,crtsh
,www.irc.utexas.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-04-03T23:59:59,www.irc.utexas.edu,crtsh
,esp.mit.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-12-30T15:50:17,Educational Studies Program;esp.mit.edu,crtsh
,pcard.caltech.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-04-24T23:59:59,pcard.caltech.edu,crtsh
,illiad.colorado.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-10-24T23:59:59,illiad.colorado.edu;www.illiad.colorado.edu,crtsh
,cms-test-edit.alaska.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-10-05T23:59:59,cms-test-edit.alaska.edu;www.cms-test-edit.alaska.edu,crtsh
,gtcoaweb.coa.gatech.edu,"C=GB, ST=Greater Manchester, L=Salford, O=Comodo CA Limited, CN=PositiveSSL CA",,,,2013-05-19T23:59:59,gtcoaweb.coa.gatech.edu;www.gtcoaweb.coa.gatech.edu,crtsh
,touchbase.cksd.wednet.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-05-12T21:58:23,touchbase.cksd.wednet.edu;www.touchbase.cksd.wednet.edu,crtsh
,*.marylhurst.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=PositiveSSL CA 2",,,,2013-12-31T23:59:59,*.marylhurst.edu;marylhurst.edu,crtsh
,borc.med.umich.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-04-14T23:59:59,borc.med.umich.edu;www.borc.med.umich.edu,crtsh
,littlefoot.fortlewis.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-12-11T23:59:59,askit.fortlewis.edu;helprequest.fortlewis.edu;littlefoot.fortlewis.edu,crtsh
,adfs.ccc.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 International Server CA - G3",,,,2013-12-13T23:59:59,adfs.ccc.edu,crtsh
,tcrbacquire.research.bcm.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-04-26T23:59:59,tcrbacquire.research.bcm.edu,crtsh
,vpn.chicagobooth.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-10-29T10:40:18,gsbhfw02p.chicagobooth.edu;vpn.chicagobooth.edu,crtsh
,blackboard.atu.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-08-16T11:24:35,blackboard.atu.edu,crtsh
,www.brockport.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-05-02T23:59:59,brockport.edu;www.brockport.edu,crtsh
,anrcatalog.ucdavis.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-04-03T23:59:59,anrcatalog.ucdavis.edu,crtsh
,www.physics.ohio-state.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-05-07T22:59:22,www.physics.ohio-state.edu,crtsh
,citrix.ubalt.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-19T23:59:59,citrix.ubalt.edu,crtsh
,*.ozarks.edu,"OU=Organization Validation CA, O=GlobalSign, CN=GlobalSign Organization Validation CA",,,,2013-08-18T13:36:46,*.ozarks.edu;ozarks.edu,crtsh
,online.imsa.edu,"C=US, O=Digital Signature Trust Co., OU=TrustID Server, CN=TrustID Server CA A5",,,,2013-07-16T23:03:17,online.imsa.edu;ssl-certs@imsa.edu,crtsh
,www.library.unlv.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-07-17T00:37:53,www.library.unlv.edu,crtsh
,poste1.ecpi.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-10-10T02:06:04,poste1.auto.edu;poste1.ecpi.edu;poste1.skyline.edu,crtsh
,sharepoint.sc.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-09-12T23:59:59,sharepoint.sc.edu,crtsh
,wfs.bc.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-11-26T23:59:59,wfs.bc.edu,crtsh
,foundation.wichita.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-03-28T14:13:46,foundation.wichita.edu;www.foundation.wichita.edu,crtsh
,www.rpxnow.com,"C=GB, ST=Greater Manchester, L=Salford, O=Comodo CA Limited, CN=PositiveSSL CA",,,,2013-06-08T23:59:59,auth.spu.edu;login.letsredu.org,crtsh
,codemaroon.tamu.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-06-29T20:52:07,codemaroon.tamu.edu;www.codemaroon.tamu.edu,crtsh
,bpweb.saintmarys.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-08-08T12:00:00,bpweb.saintmarys.edu,crtsh
,asw.iastate.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO Extended Validation Secure Server CA",,,,2013-09-28T23:59:59,asw.iastate.edu,crtsh
,bot.usfca.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-12-02T23:59:59,bot.usfca.edu,crtsh
,moodle.kellogg.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-04-03T23:59:59,moodle.kellogg.edu,crtsh
,outlook.uts.columbia.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-10-02T12:00:00,autodiscover.uts.columbia.edu;outlook.uts.columbia.edu,crtsh
,secure.nursing.virginia.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-11-17T23:59:59,secure.nursing.virginia.edu;www.secure.nursing.virginia.edu,crtsh
,jupiter.plymouth.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-03-23T23:59:59,jupiter.plymouth.edu,crtsh
,clubs.london.edu,"C=NL, O=TERENA, CN=TERENA SSL CA",,,,2013-05-13T23:59:59,clubs.london.edu,crtsh
,msapps1.maine.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-04-10T23:59:59,msapps1.maine.edu,crtsh
,kennedy.byu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-09-12T23:59:59,kennedy.byu.edu;nmelrc.byu.edu,crtsh
,cams.methodistcol.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-06-22T14:49:08,cams.mcon.edu;cams.methodistcol.edu;www.cams.methodistcol.edu,crtsh
,international.wmich.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-10-03T19:41:36,international.wmich.edu,crtsh
,cas.isg.siue.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-03-23T21:58:42,cas.isg.siue.edu,crtsh
,email.coloradocollege.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-06T23:54:16,autodiscover.coloradocollege.edu;email.coloradocollege.edu;exchange-hub1.coloradocollege.edu;exchange-hub2.coloradocollege.edu;smtp.coloradocollege.edu;www.email.coloradocollege.edu,crtsh
,freecity.ufm.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 International Server CA - G3",,,,2013-11-10T23:59:59,freecity.ufm.edu,crtsh
,admin3.mus.depaul.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-03-28T16:56:40,admin3.mus.depaul.edu;www.admin3.mus.depaul.edu,crtsh
,*.seas.harvard.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-11-05T02:08:00,*.seas.harvard.edu,crtsh
,instructional1.calstatela.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-07-30T23:59:59,instructional1.calstatela.edu,crtsh
,*.bard.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-04-05T23:59:59,*.bard.edu;bard.edu;maxtix.bard.edu,crtsh
,library.simmons.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-11-08T15:50:35,0-portal.eiu.com.library.simmons.edu;0-scifinder.cas.org.library.simmons.edu;0-secure.books24x7.com.library.simmons.edu;0-site.ebrary.com.library.simmons.edu;0-www.refworks.com.library.simmons.edu;0-www.sciencedirect.com.library.simmons.edu;library.simmons.edu,crtsh
,his3.unl.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-03-24T22:21:47,his3.unl.edu,crtsh
,online.math.colostate.edu,"C=ES, ST=MADRID, L=MADRID, O=ips Certification Authority, OU=Certificaciones, CN=ipsCA Level 1 CA, emailAddress=ipscalevel1@ipsca.com",,,,2013-11-26T08:39:39,online.math.colostate.edu,crtsh
,www.miami.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-07-26T13:15:15,www.miami.edu,crtsh
,alert.umuc.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-09-25T23:59:59,alert.umuc.edu,crtsh
,www.sdcity.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)06, CN=VeriSign Class 3 Extended Validation SSL SGC CA",,,,2013-09-27T23:59:59,www.sdcity.edu,crtsh
,*.yorktech.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-09T23:33:48,*.yorktech.edu;yorktech.edu,crtsh
,blackboard.xula.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-12-26T23:59:59,blackboard.xula.edu,crtsh
,primus.nss.udel.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-05-27T23:59:58,primus.nss.udel.edu,crtsh
,portal.brooklyn.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-11-13T23:11:31,portal.brooklyn.edu,crtsh
,jobs.davidsonccc.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-11-23T14:06:29,jobs.davidsonccc.edu,crtsh
,*.aidt.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-09-02T12:13:11,*.aidt.edu;aidt.edu,crtsh
,apps.bus.iastate.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-10-14T23:59:59,apps.bus.iastate.edu;www.apps.bus.iastate.edu,crtsh
,weblogin.bridgeport.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-20T18:10:52,weblogin.bridgeport.edu;www.weblogin.bridgeport.edu,crtsh
,intranet.sa.uconn.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-10-21T23:59:59,intranet.sa.uconn.edu;www.intranet.sa.uconn.edu,crtsh
,kronos.edgewood.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-05-22T12:00:00,kronos.edgewood.edu,crtsh
,mail.olivetuniversity.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-10-26T23:03:58,mail.olivetuniversity.edu;www.mail.olivetuniversity.edu,crtsh
,myhealth.push.purdue.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-07-21T23:59:59,myhealth.push.purdue.edu,crtsh
,email.yvcc.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-03-28T15:00:04,autodiscover.yvcc.edu;email.yvcc.edu;owa.yvcc.edu;www.email.yvcc.edu,crtsh
,hr.colorado.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-11-19T23:59:59,hr.colorado.edu;www.hr.colorado.edu,crtsh
,*.anderson.edu,"C=US, O=Network Solutions L.L.C., CN=Network Solutions Certificate Authority",,,,2013-12-02T23:59:59,*.anderson.edu,crtsh
,banweb.kccd.edu,"C=US, O=""Thawte, Inc."", OU=Domain Validated SSL, CN=Thawte DV SSL CA",,,,2013-07-05T23:59:59,banweb.kccd.edu,crtsh
,biomedweb.wfubmc.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-05-20T04:56:32,biomedweb.wfubmc.edu;files2go.wakehealth.edu,crtsh
,my.oregonstate.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-09-08T23:59:59,my.oregonstate.edu,crtsh
,password.lane.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-03-25T18:13:56,password.lane.edu,crtsh
,password.wheatoncollege.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-07-03T04:44:00,password.wheatoncollege.edu,crtsh
,Me.liberty.edu,"DC=edu, DC=liberty, CN=LUPKI01",,,,2013-05-21T18:31:27,Me.liberty.edu,crtsh
,cloudexchg-br.dcc.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-05-01T23:59:59,cloudexchg-br.dcc.edu,crtsh
,info.schreiner.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-09-18T12:07:38,info.schreiner.edu,crtsh
,esignon.lcc.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-07-03T23:59:59,esignon.lcc.edu,crtsh
,www.uma.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-04-25T23:59:59,www.uma.edu,crtsh
,myhealth.butler.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-05-12T15:24:56,myhealth.butler.edu,crtsh
,www.contrib.andrew.cmu.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High Assurance Secure Server CA",,,,2013-05-04T23:59:59,contrib.andrew.cmu.edu;www.contrib.andrew.cmu.edu,crtsh
,www.usi.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 International Server CA - G3",,,,2013-10-21T23:59:59,www.usi.edu,crtsh
,portal.amity.edu,"C=US, O=GeoTrust Inc, OU=See www.geotrust.com/resources/cps (c)06, CN=GeoTrust Extended Validation SSL CA",,,,2013-04-19T04:54:16,portal.amity.edu,crtsh
,blackboardlearn.tarleton.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-10T23:59:59,blackboardlearn.tarleton.edu,crtsh
,start.gatech.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-04-29T06:35:14,start.gatech.edu,crtsh
,biweb.american.edu,"OU=Organization Validation CA, O=GlobalSign, CN=GlobalSign Organization Validation CA",,,,2013-09-21T17:28:53,bi.american.edu;biweb.american.edu,crtsh
,triton.library.miami.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-09-07T18:28:52,triton.library.miami.edu,crtsh
,sites.temple.edu,"OU=Organization Validation CA, O=GlobalSign, CN=GlobalSign Organization Validation CA",,,,2013-05-25T14:51:13,sites.temple.edu,crtsh
,housing.uark.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-04-22T20:34:25,housing.uark.edu,crtsh
,lwcweb.lindsey.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance EV CA-1",,,,2013-07-23T12:00:00,lwcweb.lindsey.edu,crtsh
,www.militaryfamilies.psu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-03-29T23:59:59,www.militaryfamilies.psu.edu,crtsh
,apps.kennesaw.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-11-11T18:26:15,apps.kennesaw.edu,crtsh
,secure.hosting.vt.edu,"Virginia Tech Global Server CA, OU=Global Server CA, O=Virginia Tech, C=US",,,,2013-03-30T15:55:31,edu;secure.hosting.vt.edu,crtsh
,sws001.swmed.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-07-09T23:59:59,sws001.swmed.edu,crtsh
,www.mcb.ucdavis.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-04-16T21:43:04,www.mcb.ucdavis.edu,crtsh
,www.national-college.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)06, CN=VeriSign Class 3 Extended Validation SSL SGC CA",,,,2013-12-23T23:59:59,www.national-college.edu,crtsh
,mycampus.wiregrass.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-09-12T23:59:59,mycampus.wiregrass.edu;www.mycampus.wiregrass.edu,crtsh
,ssi.kent.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-10T23:59:59,ssi.kent.edu,crtsh
,www.johnsonu.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-04-29T15:51:18,eclc.johnsonu.edu;johnsonu.edu;www.johnsonu.edu,crtsh
,www.shcp.edu,"C=ZA, ST=Western Cape, L=Cape Town, O=Thawte Consulting cc, OU=Certification Services Division, CN=Thawte Server CA, emailAddress=server-certs@thawte.com",,,,2013-05-10T23:59:59,www.shcp.edu,crtsh
,*.northlakecollege.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-07-01T21:04:42,*.northlakecollege.edu;northlakecollege.edu,crtsh
